"n"	"n.juveniles"	"nadult.1"	"nadult.2"	"phenotypes"	"ho"	"fis"	"ne1"	"ne2"	"ne3"	"ne4"	"inbreed"	"het2"	"F_inbreeding"	"agevals"	"ages"	"k"	"vk"
"Ho208"	209	839	92	78	-0.0334787350054526	0.2472	-0.0015	1351.09720558878	94.4302876122547	1453.906850047	29.6103214520009	0.00380422818198523	0.24721919302072	0.0151119671658986	"0/1/2/3/4"	"607/149/71/82/8"	2.4375	2.83467741935484
"Ho209"	210	693	58	53	-0.00931635388739946	0.2385	0.0097	1347.16293447417	94.4183537784936	1450.01012825943	8.60617193240265	0.00778532391306697	0.238471849865952	0.0135486847763761	"0/1/2/3/4"	"476/175/36/52/7"	3.11764705882353	12.2352941176471
"Ho210"	211	869	28	24	0.0212765957446809	0.2342	0.0327	1341.13448350698	94.1368833088756	1443.61168056437	10.1538461538462	0.00725623640996687	0.23424412094065	0.00900662579113924	"0/1/2/3/4"	"512/252/99/26/4"	2.18181818181818	2.36363636363636
"Ho211"	212	739	73	61	0.0091875	0.2411	0.0225	1337.6900406575	93.0947377758774	1439.45447076361	25.3470705434864	0.00956477900152386	0.2410875	0.00825522390849282	"0/1/2/3/4"	"454/193/79/70/4"	2.34615384615385	2.39538461538462
"Ho212"	213	813	63	53	-0.0169168591224018	0.2277	0.0177	1332.59766092584	92.9740161117693	1434.2268007998	11.6037819471118	0.00432141197913483	0.227690531177829	0.00938678609913793	"0/1/2/3/4"	"569/159/75/53/10"	2.78947368421053	7.50877192982456
"Ho213"	214	867	57	47	0.012636761487965	0.2255	0.0294	1328.61113194871	92.7668029330115	1429.94873518064	8.093625213919	0.00585785172252518	0.2254704595186	0.0136619100765306	"0/1/2/3/4"	"527/262/65/54/6"	3.13333333333333	11.1238095238095
"Ho214"	215	844	53	44	0.00557432432432432	0.2418	0.0174	1325.3138041489	92.4955886771999	1426.29925151407	33.1804446363048	0.00317015856587566	0.241801801801802	0.0164821783312958	"0/1/2/3/4"	"531/199/104/46/8"	1.69230769230769	1.02153846153846
"Ho215"	216	848	79	65	-0.0185104052573932	0.2287	0.0181	1321.80777346556	92.1761021116125	1422.39542307927	20.1616311133925	-0.000522537484154428	0.228696604600219	0.0156823759742206	"0/1/2/3/4"	"562/193/81/68/9"	2.24137931034483	4.33251231527094
"Ho216"	217	873	65	53	0.0126889848812095	0.2232	0.0355	1318.39742368906	92.1049825233146	1418.88494967868	21.7875824141487	0.00236022445404704	0.223196544276458	0.0173587702252538	"0/1/2/3/4"	"572/212/77/56/9"	2.30434782608696	2.49407114624506
"Ho217"	218	893	60	49	-0.00615711252653928	0.2486	0.0017	1315.30499145655	91.9283277401318	1415.54068248667	18.2278481012658	0.0112148317268945	0.248577494692144	0.0176377624045802	"0/1/2/3/4"	"528/239/114/54/7"	2.33333333333333	3.03333333333333
"Ho218"	219	867	87	75	-0.0495753715498938	0.2346	0.0063	1312.45788544291	91.7044767776094	1412.39614290677	18.4934561616659	0.00444956156998844	0.234564755838641	0.017237207911036	"0/1/2/3/4/5"	"579/188/87/80/7/1"	2.88461538461538	6.10615384615385
"Ho219"	220	799	68	64	-0.00515643105446118	0.2355	-0.0061	1309.3859568403	91.6818391308808	1409.3040455199	19.5352612326593	5.64794856467987e-05	0.235457705677868	0.01947711927319	"0/1/2/3/4"	"517/197/74/68/7"	2.37037037037037	4.3960113960114
"Ho220"	221	835	59	51	-0.00242663656884876	0.2512	-0.0146	1305.59509665908	91.5369351887902	1405.30853067567	23.1395176801302	0.000154183354745152	0.251185101580135	0.0174028728132054	"0/1/2/3/4/5"	"573/181/69/52/10/1"	2.125	2.20108695652174
"Ho221"	222	858	55	45	-0.0421373200442968	0.2391	0.0016	1302.27408006827	91.3090865936032	1401.68107215643	23.0026809651475	0.00337154744526758	0.239125138427464	0.0128446953481735	"0/1/2/3/4/6"	"538/226/78/52/8/1"	1.66666666666667	2.07692307692308
"Ho222"	223	735	64	55	-0.0109493670886076	0.2315	0.0085	1299.24367053368	91.0383642471013	1398.30971207579	29.1718882303133	0.00167060634492011	0.231544303797468	0.0115955897739955	"0/1/2/3/4"	"471/197/56/57/9"	1.89655172413793	1.81034482758621
"Ho223"	224	898	46	40	-0.0187633262260128	0.2256	0.0715	1294.78636288625	90.8662178138749	1393.62217493909	8.91395279354646	0.0134830568708562	0.225639658848614	0.0109823069852941	"0/1/2/3/4"	"516/262/111/42/7"	2.22222222222222	7.00653594771242
"Ho224"	225	944	83	68	-0.0395256916996047	0.2269	0.0451	1292.23733452981	90.4722786678317	1390.66518197728	19.5850289448043	0.017565278009017	0.226887351778656	0.0102428591628959	"0/1/2/3/4"	"617/217/94/80/4"	2.72	4.62666666666667
