"ID"	"sex"	"age"	"stage"	"WH"	"captive"	"growth_rate"	"d.dev"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"141"	"142"	"143"	"144"	"145"	"146"	"147"	"148"	"149"	"150"	"151"	"152"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"165"	"166"	"167"	"168"	"169"	"170"	"171"	"172"	"173"	"174"	"175"	"176"	"177"	"178"	"179"	"180"	"181"	"182"	"183"	"184"	"185"	"186"	"187"	"188"	"189"	"190"	"191"	"192"	"193"	"194"	"195"	"196"	"197"	"198"	"199"	"200"
"key6.1232"	"200_21_6_w"	1	0	1	1	"197_6_11_w/197_10_30_w"	0	0	-0.05	0	0.05	0.05	0.05	-0.05	0	0	-0.05	0.05	-0.05	0.05	0.05	0.05	-0.05	0.05	0.05	-0.05	0	0	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2
"key6.3141"	"200_15_9_w"	1	0	1	1	"197_28_1_w/197_18_13_w"	0	0	-0.05	0.05	0	0.05	-0.05	-0.05	0	0	0	0.05	-0.05	0.05	0.05	-0.05	-0.05	0	0.05	0.05	-0.05	0	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	2	1	2	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	2	2	1	2	2	2	1	2	1	1	2	2	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	2	1	2	1	1
"key5.371"	"198_8_29_w"	1	2	1	1	"195_16_16_w/195_16_15_w"	0	0	0	0.05	-0.05	-0.05	-0.05	0.05	0.05	0	0	0.05	0	0	0.05	-0.05	0.05	0	0.05	0.05	-0.05	0.05	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2
"key6.3291"	"200_30_29_w"	2	0	1	1	"197_22_37_w/196_3_7_w"	0	0	-0.05	0.05	0.05	0	0	0.05	-0.05	0	0	0.05	0	0	0	0	0	0.05	0	0	0	-0.05	1	2	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	2	2	1	2	2	1	1	2	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2
"key3.4171"	"200_18_19_w"	1	0	1	1	"196_7_5_w/197_12_12_w"	0	0	0	0	0	0.05	0.05	0	0.05	0.05	-0.05	0	0.05	-0.05	0.05	0	0.05	0.05	0	-0.05	0	0.05	1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2
"key5.613"	"200_18_14_w"	2	0	1	1	"196_7_5_w/197_12_12_w"	0	0	0.05	0	0.05	0.05	0.05	0	0	0.05	-0.05	0.05	0.05	0	0.05	0	0.05	0.05	0	-0.05	-0.05	0.05	1	1	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1
"key5.5251"	"198_31_23_w"	1	2	1	1	"195_22_2_w/195_9_30_w"	0	0	0	0.05	-0.05	0.05	-0.05	0	0.05	-0.05	0	-0.05	0	0.05	0.05	0	0	0	0	0	-0.05	0	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	1	2	1
"key6.5142"	"198_15_26_w"	2	2	1	1	"195_30_30_w/195_26_14_w"	0	0	-0.05	0	-0.05	0	0	0.05	0.05	0	-0.05	0.05	-0.05	0	0.05	-0.05	0.05	0.05	0	-0.05	0	0	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2
"key5.91"	"200_2_30_w"	1	0	1	1	"197_5_1_w/197_27_36_w"	0	0	-0.05	0.05	0.05	0.05	-0.05	-0.05	0.05	0.05	0.05	0	0	0	0	0	0	0.05	0.05	-0.05	-0.05	-0.05	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2
"key3.1101"	"200_11_14_w"	2	0	1	1	"197_30_37_w/197_24_35_w"	0	0	0	0	0.05	0.05	0	0.05	0	0.05	0	0	0	0	0	0.05	0.05	0.05	0	0.05	-0.05	-0.05	1	1	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1
"key3.219"	"199_20_10_w"	1	1	1	1	"196_19_6_w/196_11_27_w"	0	0	-0.05	0.05	-0.05	0.05	-0.05	0	0	0	0	0	0	0.05	0.05	-0.05	0	0	0	0.05	0.05	-0.05	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1
"key5.3232"	"200_25_20_w"	2	0	1	1	"197_12_5_w/197_24_8_w"	0	0	0	0	0.05	0	-0.05	-0.05	0.05	0	-0.05	0	0	0	0.05	0.05	0	0	0	0	-0.05	0	1	1	2	1	2	2	1	1	2	1	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	1
"key4.811"	"200_13_30_w"	1	0	1	1	"197_6_16_w/197_14_11_w"	0	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0	-0.05	0.05	0.05	0	0	0.05	-0.05	-0.05	0	0	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	2	1	2	2	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2
"key4.79"	"200_19_28_w"	1	0	1	1	"197_30_17_w/197_16_12_w"	0	0	0	-0.05	-0.05	0.05	0	-0.05	0	0	-0.05	-0.05	-0.05	0.05	0.05	0.05	0	0	0.05	-0.05	0	-0.05	1	1	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	2	1	2	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2
"key6.814"	"200_31_28_w"	2	0	1	1	"197_22_33_w/197_7_3_w"	0	0	-0.05	0	0.05	0.05	0	-0.05	0	0.05	-0.05	0	-0.05	0.05	0.05	0.05	0	0.05	0	0	-0.05	-0.05	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1
"key5.5221"	"198_28_30_w"	1	2	1	1	"194_8_3_w/195_11_21_w"	0	0	-0.05	0.05	0	0.05	0	0	0	-0.05	-0.05	0.05	-0.05	0	0.05	0.05	0	0.05	-0.05	0.05	0	0	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	2
"key4.4192"	"200_20_6_w"	2	0	1	1	"197_10_37_w/196_14_29_w"	0	0	0	0.05	-0.05	0.05	0	0	0	0	-0.05	0	0	0	0.05	0.05	0.05	0	0	0	-0.05	-0.05	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1
"key53"	"199_4_1_w"	2	1	1	1	"196_7_41_w/195_27_1_w"	0	0	0.05	0.05	0	0.05	-0.05	-0.05	0.05	0	0	0.05	-0.05	0	0.05	0	-0.05	0.05	-0.05	-0.05	0	0	1	2	2	1	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2
"key3.513"	"198_15_18_w"	1	2	1	1	"195_30_30_w/195_26_14_w"	0	0	0	0	0.05	0	0	0	0.05	0	-0.05	0.05	-0.05	0	0.05	-0.05	0	0	-0.05	-0.05	0	0	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2
"key4.861"	"199_13_27_w"	2	1	1	1	"196_21_15_w/195_7_36_w"	0	0	0	0.05	-0.05	0.05	-0.05	0	0.05	0.05	0	0.05	0	0.05	0	0	0	0.05	-0.05	-0.05	-0.05	0	2	1	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1
"key4.261"	"200_7_11_w"	1	0	1	1	"197_20_16_w/196_1_36_w"	0	0	-0.05	0	0	0.05	0	0	0.05	0	0.05	0.05	-0.05	0	0.05	0.05	0	0.05	0	0.05	0	0.05	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	2	1	1	2	1
"key610"	"199_11_2_w"	1	1	1	1	"196_2_31_w/196_19_9_w"	0	0	-0.05	0	0	0	-0.05	0.05	0.05	-0.05	0.05	0.05	0.05	0.05	0.05	0	0.05	0.05	-0.05	0	0	0.05	2	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1
"key4.1401"	"199_38_7_w"	2	1	1	1	"196_7_15_w/196_11_19_w"	0	0	0	0.05	0	0.05	0	-0.05	0.05	-0.05	0	0	-0.05	0	0.05	0	0	0.05	-0.05	0	0.05	0.05	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	2	1	1	2	2
"key6.6181"	"200_24_30_w"	1	0	1	1	"197_22_29_w/197_26_11_w"	0	0	-0.05	0	0	0	0	-0.05	0	-0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	-0.05	-0.05	0	0.05	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1
"key6.5271"	"200_34_21_w"	2	0	1	1	"197_23_24_w/197_22_7_w"	0	0	0.05	0	0.05	0.05	0	0	0.05	-0.05	0	0.05	0.05	0.05	0.05	0	-0.05	0.05	-0.05	0	-0.05	-0.05	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1
