"ID"	"sex"	"age"	"stage"	"WH"	"captive"	"growth_rate"	"d.dev"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"out"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"141"	"142"	"143"	"144"	"145"	"146"	"147"	"148"	"149"	"150"	"151"	"152"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"165"	"166"	"167"	"168"	"169"	"170"	"171"	"172"	"173"	"174"	"175"	"176"	"177"	"178"	"179"	"180"	"181"	"182"	"183"	"184"	"185"	"186"	"187"	"188"	"189"	"190"	"191"	"192"	"193"	"194"	"195"	"196"	"197"	"198"	"199"	"200"
"key4.621"	"200_28_21_w"	2	0	1	1	"197_27_37_w/197_27_10_w"	0	0	-0.05	0.05	0	0.05	-0.05	-0.05	0	0	0	0.05	-0.05	-0.05	-0.05	0.05	-0.05	0	0.05	-0.05	-0.05	-0.05	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2
"key4.234"	"198_35_6_w"	2	2	1	1	"195_8_3_w/195_5_8_w"	0	0	0	0.05	-0.05	0.05	0	0	0	-0.05	0	0	-0.05	-0.05	0.05	0	0	0	0.05	0	0.05	0.05	1	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	2	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	2	1
"key3.314"	"200_15_17_w"	1	0	1	1	"197_28_1_w/197_18_13_w"	0	0	0	0.05	0	0.05	0	-0.05	0	0	-0.05	0	0	0.05	0.05	-0.05	0	0	0	0.05	0	0	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	2	1	1
"key4.224"	"198_25_7_w"	2	2	1	1	"195_1_3_w/195_28_21_w"	0	0	0	0	-0.05	0.05	0	0	0.05	-0.05	-0.05	0	0	0.05	0.05	0.05	0	0	0.05	0	0	0	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2
"key6.342"	"200_5_8_w"	2	0	1	1	"197_24_9_w/197_4_19_w"	0	0	-0.05	0.05	-0.05	-0.05	-0.05	0	0.05	0	0	0	0	0.05	-0.05	0	0.05	0.05	-0.05	-0.05	-0.05	-0.05	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1
"key5.59"	"199_12_25_w"	1	1	1	1	"196_22_35_w/196_8_47_w"	0	0	-0.05	0	0	0.05	0	-0.05	0	-0.05	0	0	-0.05	-0.05	0.05	0.05	-0.05	0	0	0.05	-0.05	0.05	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	2	2
"key5.327"	"198_29_8_w"	1	2	1	1	"195_12_1_w/195_5_24_w"	0	0	-0.05	0.05	0.05	0.05	-0.05	0.05	0	-0.05	0	-0.05	-0.05	-0.05	0	0.05	0.05	0	0.05	0	0	0.05	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1	2	1
"key5.3171"	"200_18_5_w"	1	0	1	1	"196_7_5_w/197_12_12_w"	0	0	0.05	0	0.05	0.05	0	-0.05	0.05	0	-0.05	0	0.05	0	0.05	0	0.05	0.05	-0.05	-0.05	-0.05	0	1	1	2	2	1	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2
"key5.333"	"200_35_18_w"	2	0	1	1	"197_7_28_w/197_10_32_w"	0	0	-0.05	-0.05	0	0.05	0	-0.05	0	0.05	0.05	0.05	-0.05	0	0.05	0.05	0.05	0.05	-0.05	0	-0.05	0	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	1	2	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	1
"key5.312"	"197_13_22_w"	2	3	2	1	"194_1_27_w/194_19_26_w"	0	0	-0.05	0	-0.05	0.05	0	-0.05	0.05	-0.05	-0.05	0	-0.05	0.05	0.05	0.05	0	0.05	0	0	0	0	2	2	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2
"key3.57"	"200_10_16_w"	1	0	1	1	"197_5_3_w/197_7_15_w"	0	0	-0.05	0.05	0.05	0.05	0	0.05	0	0	0	0.05	-0.05	0.05	0.05	0.05	0	0.05	0.05	0	0	0	1	1	1	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	2	2	1	1	2	2	2	2	1	2	1	2
"key3.1392"	"199_39_4_w"	1	1	1	1	"196_9_7_w/196_3_15_w"	0	0	0	0.05	0	0.05	-0.05	0	0	0	-0.05	0	-0.05	-0.05	0.05	0.05	-0.05	0.05	0.05	0	-0.05	-0.05	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1
"key5.117"	"199_14_5_w"	1	1	1	1	"196_21_46_w/196_10_44_w"	0	0	0	0.05	0.05	0.05	0.05	0	0.05	0.05	0	0.05	-0.05	0	0.05	0	0.05	0.05	0.05	-0.05	0	0	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	1	2	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2
"key3.228"	"200_29_9_w"	2	0	1	1	"197_16_22_w/197_12_15_w"	0	0	0	-0.05	0.05	0.05	-0.05	-0.05	0.05	-0.05	-0.05	0	0	0	0.05	0.05	0	0	0.05	-0.05	0.05	0	2	1	1	2	2	2	1	1	2	2	2	2	2	2	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2
"key5.137"	"200_33_3_w"	1	0	1	1	"197_23_38_w/197_1_5_w"	0	0	0.05	0.05	0.05	0	-0.05	-0.05	0.05	0	0.05	0	-0.05	0	0.05	0	-0.05	0.05	0.05	-0.05	-0.05	0	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1
"key6.411"	"200_12_17_w"	1	0	1	1	"197_7_36_w/197_24_1_w"	0	0	-0.05	0	0.05	0.05	-0.05	0	0	0	0.05	0	0.05	0	0.05	0	0	0.05	0	0	-0.05	0.05	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	2	1	2	2	2	1	2	2	2	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1
"key3.103"	"200_15_33_w"	1	0	1	1	"197_28_1_w/197_18_13_w"	0	0	0	0.05	0	0	-0.05	0	-0.05	-0.05	-0.05	-0.05	0	0.05	0.05	-0.05	-0.05	0.05	0	0	-0.05	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	2	1	2
"key5.239"	"199_1_11_w"	2	1	1	1	"196_3_18_w/196_5_17_w"	0	0	0.05	0.05	0	0.05	0	0	0	0	-0.05	0	-0.05	0.05	0.05	0.05	0	0.05	0	-0.05	-0.05	0	2	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1
"key6.316"	"200_17_13_w"	1	0	1	1	"197_7_17_w/197_10_10_w"	0	0	-0.05	-0.05	0	0.05	0	0.05	0	-0.05	0	0	-0.05	0	0.05	0.05	0.05	0	0	0.05	-0.05	-0.05	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1
"key5.4211"	"200_23_21_w"	2	0	1	1	"197_19_10_w/197_27_35_w"	0	0	-0.05	0.05	0	0	-0.05	-0.05	0	0	0	-0.05	-0.05	0	0	0	-0.05	0.05	0.05	0	-0.05	0	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2
"key4.7101"	"199_24_23_w"	2	1	1	1	"196_4_6_w/196_7_28_w"	0	0	-0.05	0.05	0	0.05	0.05	-0.05	0.05	0	0	0.05	0	0	0.05	0.05	-0.05	0.05	-0.05	-0.05	-0.05	-0.05	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1
"key5.1141"	"200_13_5_w"	2	0	1	1	"197_6_16_w/197_14_11_w"	0	0	-0.05	0.05	-0.05	0	0	0.05	0	0.05	0	-0.05	0	0	0	0	-0.05	0.05	-0.05	0	0	0	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1
"key6.617"	"199_30_29_w"	2	1	1	1	"196_6_23_w/196_21_19_w"	0	0	-0.05	0.05	0.05	0.05	-0.05	0	0.05	0	0	0	-0.05	0	0	0	0.05	0.05	-0.05	0	-0.05	-0.05	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	1	2	2	2	1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1
"key6.38"	"200_9_14_w"	1	0	1	1	"197_2_33_w/196_23_32_w"	0	0	-0.05	0	-0.05	0.05	0	0	0	0	0	0	0.05	0	0.05	0	0	0.05	-0.05	-0.05	-0.05	0	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	2	1	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2
"key5.10"	"200_1_31_w"	2	0	1	1	"196_5_3_w/197_3_3_w"	0	0	-0.05	0.05	0	0.05	-0.05	-0.05	0	0	0	-0.05	0	0	0.05	0	-0.05	0	0	-0.05	-0.05	-0.05	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	1	2	1	1	1	2	1	2	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2
